event_id,owner,start_time,place_id
749973298425444,281951295321705,2015-12-01T20:00:00+0000,131730263540768
635731223198422,281951295321705,2015-11-29T10:00:00+0000,112367088780789
1054725234546881,457575357599831,2015-11-25T18:30:00+0700,805961829521606
1639524949632281,490198234392508,2015-12-03T18:00:00+0700,92055404101
1647784098809527,277391755697072,2015-11-28T18:30:00+0700,576604065803262
923560931071519,933748213382373,2015-11-21T18:00:00+0800,452984798116548
980109532046690,108880265799826,2015-12-16T19:00:00-0500,164954480295648
553994564753217,838379166275528,2015-11-29T07:00:00+0700,278711348827134
1653481344921139,160905653937120,2015-10-09T19:00:00+0700,378440862233004
541688985990207,507345052611801,2015-11-27T20:00:00+0700,
505404526303554,277391755697072,2015-11-25T18:00:00+0700,576604065803262
868113803286255,239297552936743,2015-11-14T16:00:00-0500,120674494614559
1483086508637055,10153314570427426,2015-09-23T00:00:00+0700,
516363538546016,1381054475487129,2015-12-27T19:00:00+0100,1385792164976565
137020169988345,1404185606573553,2015-11-07T09:00:00+0700,144585465710375
1220030118104373,668522809957557,2015-11-28T09:30:00+0700,207460492654316
1147882738564437,277391755697072,2015-11-14T14:00:00+0700,
906526716092147,196076400728572,2016-01-24T05:00:00+0700,349129288484457
1060349784009934,161664357180472,2015-11-12T13:00:00-0600,169430696452177
549624805200267,225676200946276,2016-01-10T13:30:00+0700,
632343673535086,287172388076742,2016-01-19T20:00:00+0700,442177372528700
1656348561311152,203435029989333,2015-11-24T15:30:00+0700,187275621329532
403409569850856,1632467453681596,2015-11-22T13:00:00+0700,
1222058461147926,192127044463637,2015-11-29T15:00:00+0700,145709058909375
499879156840400,1645458809005744,2015-12-05T20:00:00+0700,
874835075904840,287172388076742,2015-11-17T20:00:00+0700,442177372528700
1736114333285649,920801174641374,2015-11-15T08:00:00+0700,
430795103770759,261359430571392,2015-11-26T13:00:00+0700,140986189290781
1663023173954359,337116029796477,2015-11-08T08:00:00+0700,228436337217849
446205618897286,505951839572603,2015-11-23T15:00:00+0700,187275621329532
932318536854763,123966167614127,2015-12-04T19:00:00+0700,108458769184495
856704631068589,254129851296643,2015-11-21T08:00:00+0700,254129851296643
901636653224227,114155131992010,2015-11-12T16:30:00+0700,139069359454848
737090809728395,1433261136918580,2015-12-05T08:00:00+0700,196657367149385
1507447266249110,441882382493520,2015-12-13T08:00:00+0700,139069359454848
721108484687936,1045618162147279,2015-11-22T17:30:00+0700,
1136662996361958,10153104612172587,2015-11-27T16:00:00+0700,
1648346515421234,691672590865227,2015-11-25T20:00:00+0700,691672590865227
846947242093547,1084512524905695,2015-11-23T14:30:00+0700,187275621329532
557425051079579,113277575744,2015-11-24T17:00:00+0700,187275621329532
623909384417183,1623599447925198,2015-11-15T13:30:00+0700,415132265208836
199849900347668,1376249656007370,2015-12-01T18:40:00+0700,
492765987567572,887888133578,2015-11-19T19:00:00-0600,
1519232068389259,160635723987204,2015-12-05T14:00:00+0700,437734699582012
509073795927959,123966167614127,2015-12-10T19:00:00+0700,108458769184495
491058557709091,103256596592,2015-12-18T15:00:00+0700,187275621329532
1665348500389983,238646369652750,2016-01-24T13:30:00+0700,
1636273333309339,272870317608,2015-11-07T20:30:00+0700,272870317608
1041025602630712,123966167614127,2015-12-13T19:00:00+0700,108458769184495
807337756046826,874648685975556,2015-08-23T09:00:00+0700,104652422903798
142608832761191,257541180928939,2015-11-15T09:00:00+0700,
520105564831146,147073801994956,2015-11-30T13:30:00+0700,147073801994956
750748281714728,123966167614127,2015-12-31T19:00:00+0700,108458769184495
451197695066678,123966167614127,2015-12-31T19:00:00+0700,108458769184495
181005068915906,479000735570737,2015-11-27T08:00:00+0700,479000735570737
1507873426195346,10208201390771497,2015-11-29T00:00:00+0700,136363746430809
177405102602025,123966167614127,2015-12-04T21:00:00+0700,108458769184495
184444461897531,203435029989333,2015-11-24T15:30:00+0700,187275621329532
1118660994820141,490198234392508,2015-11-25T08:00:00+0700,
125122597852220,1084512524905695,2015-11-24T15:30:00+0700,
149304538761869,736786453093276,2015-12-12T15:30:00+0700,
423109224551631,577475142400068,2015-11-23T14:30:00+0700,187275621329532
730495743749028,934872699925276,2015-11-25T18:45:00+0700,760474480698633
1233837203309392,490198234392508,2015-12-10T11:30:00+0700,1562513684030712
1524383694550949,512575672245290,2015-12-05T09:00:00+0700,
426995257494915,1458886447703988,2015-11-20T17:30:00+0700,805961829521606
886398668123104,1670549586517932,2015-11-04T08:00:00+0700,186974978020618
704613419670791,10153326679450028,2015-11-11T21:00:00+0700,
985906324765664,254129851296643,2015-11-07T08:00:00+0700,254129851296643
1715978725289059,1218990174784491,2015-11-23T14:30:00+0700,
974436035949153,231483033583144,2015-12-03T18:00:00+0700,
1648464892085939,10200905184428025,2015-11-23T14:30:00+0700,
690716074397661,10100148807301467,2015-11-19T18:00:00-0600,
1536427273264603,104652422903798,2015-11-04T10:00:00+0700,104652422903798
931770880212003,266624276703032,2015-11-08T19:00:00+0700,
502091833300263,266624276703032,2015-11-11T20:00:00+0700,
1634561066796800,266624276703032,2015-11-13T21:00:00+0700,
405987992930610,123966167614127,2015-11-27T19:00:00+0700,108458769184495
1388442324796856,146243825390489,2015-11-22T08:00:00+0700,
411775655692658,10153738387789911,2016-03-06T13:00:00+0700,280474978690664
533714410128929,1379758908902814,2015-11-18T07:00:00+0700,221666598211
1694036784158640,970605739663260,2015-11-23T14:30:00+0700,187275621329532
1666564306896462,215802855267469,2016-10-02T00:00:00+0700,108458769184495
973469002664833,706552259445076,2020-08-04T05:00:00+0700,190365210983587
1631310107158147,1508495006062711,2015-11-27T21:00:00+0700,1508495006062711
1537877016467620,10208172990227449,2015-12-03T00:00:00+0700,108458769184495
138048423223427,62776868580,2015-12-05T21:00:00+0100,122965981185901
182639612078173,447143448630591,2015-12-11T18:30:00+0700,185505541640293
411662922360897,1405440006337216,2016-06-09T19:00:00+0700,1405440006337216
192596887742760,303262409777931,2015-11-28T09:30:00+0700,121404550378
1521719851485619,1553656574873257,2015-11-28T20:30:00+0700,339679246202032
398686067005910,340240609451430,2015-12-05T10:00:00+0700,340240609451430
1642610872682544,1069832729712052,2015-11-14T19:00:00+0700,1069832729712052
466364126896947,616736635138732,2015-12-06T09:00:00+0700,125383274205415
